,Timestamp,Route Identifier,Transportation Mode,Origin Location,Destination Location,Shipment Quantity,Transportation Costs
1302,2023-04-19,Route C,Pipeline,City A,City Y,18,981.44
1303,2023-04-19,Route C,Ship,City A,City W,95,939.76
1304,2023-04-19,Route C,Pipeline,City B,City Y,42,359.18
1305,2023-04-19,Route D,Air,City D,City Z,7,72.74
1306,2023-04-19,Route D,Air,City D,City W,65,531.42
1307,2023-04-19,Route D,Truck,City D,City Z,58,624.74
1308,2023-04-20,Route A,Truck,City B,City W,12,89.37
1309,2023-04-20,Route A,Ship,City C,City X,14,173.12
1310,2023-04-20,Route A,Truck,City B,City W,20,876.24
1311,2023-04-20,Route B,Pipeline,City A,City Z,54,969.88
1312,2023-04-20,Route B,Pipeline,City B,City W,45,425.93
1313,2023-04-20,Route B,Truck,City C,City Y,9,31.82
1314,2023-04-20,Route C,Ship,City C,City W,75,349.36
1315,2023-04-20,Route C,Air,City D,City W,59,311.04
1316,2023-04-20,Route C,Ship,City C,City Y,34,234.51
1317,2023-04-20,Route D,Air,City C,City X,19,359.59
1318,2023-04-20,Route D,Rail,City B,City Y,92,539.96
1319,2023-04-20,Route D,Ship,City B,City Y,21,245.53
1320,2023-04-21,Route A,Truck,City C,City Y,57,267.8
1321,2023-04-21,Route A,Ship,City B,City X,86,323.77
1322,2023-04-21,Route A,Air,City B,City Z,58,544.47
1323,2023-04-21,Route B,Ship,City C,City X,4,410.52
1324,2023-04-21,Route B,Rail,City B,City W,41,164.49
1325,2023-04-21,Route B,Pipeline,City C,City Z,61,897.02
1326,2023-04-21,Route C,Pipeline,City B,City W,44,692.26
1327,2023-04-21,Route C,Rail,City A,City Y,87,555.45
1328,2023-04-21,Route C,Air,City A,City W,80,842.47
1329,2023-04-21,Route D,Rail,City C,City X,42,64.48
1330,2023-04-21,Route D,Ship,City B,City Z,26,32.32
1331,2023-04-21,Route D,Pipeline,City D,City X,66,400.48
1332,2023-04-22,Route A,Rail,City C,City X,86,367.45
1333,2023-04-22,Route A,Ship,City D,City Z,50,379.1
1334,2023-04-22,Route A,Air,City C,City Z,40,977.75
1335,2023-04-22,Route B,Pipeline,City A,City Y,94,888.93
1336,2023-04-22,Route B,Rail,City D,City Z,21,807.62
1337,2023-04-22,Route B,Rail,City D,City Y,76,601.96
1338,2023-04-22,Route C,Ship,City B,City Z,61,988.5
1339,2023-04-22,Route C,Pipeline,City C,City X,76,758.55
1340,2023-04-22,Route C,Truck,City A,City W,82,915.27
1341,2023-04-22,Route D,Rail,City B,City W,91,572.24
1342,2023-04-22,Route D,Ship,City B,City Y,49,296.57
1343,2023-04-22,Route D,Rail,City A,City Z,75,310.88
1344,2023-04-23,Route A,Pipeline,City D,City Y,4,793.31
1345,2023-04-23,Route A,Ship,City C,City Z,82,835.9
1346,2023-04-23,Route A,Rail,City A,City Z,54,187.58
1347,2023-04-23,Route B,Ship,City A,City X,98,284.44
1348,2023-04-23,Route B,Truck,City C,City W,73,441.71
1349,2023-04-23,Route B,Air,City D,City X,48,517.4
1350,2023-04-23,Route C,Pipeline,City A,City Z,21,585.84
1351,2023-04-23,Route C,Ship,City C,City W,89,144.14
1352,2023-04-23,Route C,Ship,City A,City Z,47,425.32
1353,2023-04-23,Route D,Air,City A,City Z,38,534.32
1354,2023-04-23,Route D,Truck,City B,City Y,98,103.56
1355,2023-04-23,Route D,Ship,City C,City Z,88,801.88
1356,2023-04-24,Route A,Air,City C,City X,69,584.25
1357,2023-04-24,Route A,Ship,City A,City Y,67,288.6
1358,2023-04-24,Route A,Rail,City D,City Z,21,111.39
1359,2023-04-24,Route B,Ship,City B,City Y,72,617.29
1360,2023-04-24,Route B,Pipeline,City A,City W,59,916.87
1361,2023-04-24,Route B,Truck,City B,City X,62,354.73
1362,2023-04-24,Route C,Air,City B,City W,77,527.89
1363,2023-04-24,Route C,Air,City B,City Z,4,747.02
1364,2023-04-24,Route C,Truck,City B,City Y,89,150.94
1365,2023-04-24,Route D,Ship,City C,City Y,27,138.92
1366,2023-04-24,Route D,Truck,City D,City X,10,28.62
1367,2023-04-24,Route D,Rail,City D,City X,26,116.74
1368,2023-04-25,Route A,Pipeline,City A,City W,16,909.44
1369,2023-04-25,Route A,Truck,City A,City Z,86,20.17
1370,2023-04-25,Route A,Truck,City A,City Y,76,902.16
1371,2023-04-25,Route B,Ship,City C,City X,12,154.1
1372,2023-04-25,Route B,Air,City C,City Z,21,856.59
1373,2023-04-25,Route B,Pipeline,City B,City X,13,821.39
1374,2023-04-25,Route C,Truck,City B,City Y,37,180.06
1375,2023-04-25,Route C,Pipeline,City A,City X,28,921.27
1376,2023-04-25,Route C,Rail,City C,City Y,57,676.79
1377,2023-04-25,Route D,Truck,City B,City Z,49,429.85
1378,2023-04-25,Route D,Pipeline,City B,City W,15,763.8
1379,2023-04-25,Route D,Air,City A,City W,15,524.53
1380,2023-04-26,Route A,Rail,City C,City Z,72,724.92
1381,2023-04-26,Route A,Truck,City C,City W,15,390.93
1382,2023-04-26,Route A,Rail,City C,City W,29,558.38
1383,2023-04-26,Route B,Air,City D,City Y,9,895.81
1384,2023-04-26,Route B,Rail,City C,City Y,2,998.74
1385,2023-04-26,Route B,Rail,City A,City W,57,527.44
1386,2023-04-26,Route C,Truck,City A,City Y,51,406.62
1387,2023-04-26,Route C,Pipeline,City A,City Y,9,370.07
1388,2023-04-26,Route C,Ship,City C,City Y,77,845.59
1389,2023-04-26,Route D,Rail,City A,City Y,55,727.95
1390,2023-04-26,Route D,Air,City C,City W,46,481.07
1391,2023-04-26,Route D,Pipeline,City D,City W,66,286.1
1392,2023-04-27,Route A,Rail,City A,City X,33,494.45
1393,2023-04-27,Route A,Ship,City B,City X,13,740.42
1394,2023-04-27,Route A,Truck,City D,City X,23,388.81
1395,2023-04-27,Route B,Air,City B,City Z,80,627.0
1396,2023-04-27,Route B,Truck,City D,City W,26,300.63
1397,2023-04-27,Route B,Rail,City D,City Z,70,350.18
1398,2023-04-27,Route C,Pipeline,City A,City X,56,881.32
1399,2023-04-27,Route C,Truck,City D,City W,41,854.35
1400,2023-04-27,Route C,Rail,City D,City X,5,185.1
1401,2023-04-27,Route D,Air,City B,City W,56,143.14
1402,2023-04-27,Route D,Rail,City D,City X,73,678.27
1403,2023-04-27,Route D,Pipeline,City D,City W,72,855.81
1404,2023-04-28,Route A,Pipeline,City A,City W,34,499.74
1405,2023-04-28,Route A,Rail,City C,City Z,42,70.81
1406,2023-04-28,Route A,Pipeline,City A,City Y,47,355.39
1407,2023-04-28,Route B,Pipeline,City A,City Z,49,106.38
1408,2023-04-28,Route B,Air,City C,City W,45,65.88
1409,2023-04-28,Route B,Ship,City B,City Y,83,318.98
1410,2023-04-28,Route C,Truck,City A,City Z,15,344.22
1411,2023-04-28,Route C,Truck,City C,City X,59,661.19
1412,2023-04-28,Route C,Rail,City D,City Z,3,699.0
1413,2023-04-28,Route D,Pipeline,City A,City Z,49,574.65
1414,2023-04-28,Route D,Air,City A,City W,13,693.96
1415,2023-04-28,Route D,Ship,City C,City W,65,813.34
1416,2023-04-29,Route A,Air,City B,City Z,47,969.73
1417,2023-04-29,Route A,Ship,City D,City X,69,221.94
1418,2023-04-29,Route A,Air,City A,City Z,74,408.01
1419,2023-04-29,Route B,Ship,City A,City X,76,343.47
1420,2023-04-29,Route B,Truck,City D,City W,27,353.84
1421,2023-04-29,Route B,Truck,City C,City Z,56,666.82
1422,2023-04-29,Route C,Air,City B,City W,52,258.75
1423,2023-04-29,Route C,Pipeline,City D,City Y,3,631.57
1424,2023-04-29,Route C,Pipeline,City B,City W,28,664.2
1425,2023-04-29,Route D,Rail,City C,City W,73,729.35
1426,2023-04-29,Route D,Truck,City B,City Z,60,156.27
1427,2023-04-29,Route D,Ship,City C,City W,53,325.47
1428,2023-04-30,Route A,Truck,City B,City W,35,825.47
1429,2023-04-30,Route A,Ship,City C,City Y,52,246.1
1430,2023-04-30,Route A,Ship,City B,City X,32,799.07
1431,2023-04-30,Route B,Air,City D,City W,72,991.38
1432,2023-04-30,Route B,Rail,City A,City Y,21,279.98
1433,2023-04-30,Route B,Truck,City C,City Z,85,555.2
1434,2023-04-30,Route C,Truck,City D,City X,8,860.99
1435,2023-04-30,Route C,Truck,City C,City Z,9,901.57
1436,2023-04-30,Route C,Rail,City C,City X,51,943.73
1437,2023-04-30,Route D,Ship,City B,City X,74,737.14
1438,2023-04-30,Route D,Truck,City C,City W,12,245.7
1439,2023-04-30,Route D,Truck,City C,City Z,75,739.86
1440,2023-05-01,Route A,Ship,City D,City Y,19,115.75
1441,2023-05-01,Route A,Ship,City C,City W,53,261.76
1442,2023-05-01,Route A,Pipeline,City A,City W,69,380.96
1443,2023-05-01,Route B,Truck,City C,City W,61,685.91
1444,2023-05-01,Route B,Air,City B,City Z,61,718.51
1445,2023-05-01,Route B,Air,City A,City X,95,665.6
1446,2023-05-01,Route C,Truck,City B,City Z,71,390.84
1447,2023-05-01,Route C,Air,City A,City Y,57,394.59
1448,2023-05-01,Route C,Rail,City C,City Z,12,936.96
1449,2023-05-01,Route D,Ship,City C,City Y,21,916.73
1450,2023-05-01,Route D,Air,City D,City X,36,867.78
1451,2023-05-01,Route D,Rail,City D,City W,43,720.21
1452,2023-05-02,Route A,Truck,City B,City Z,65,75.7
1453,2023-05-02,Route A,Rail,City C,City W,89,37.08
1454,2023-05-02,Route A,Truck,City B,City W,83,144.73
1455,2023-05-02,Route B,Rail,City B,City Z,41,580.05
1456,2023-05-02,Route B,Truck,City B,City Y,67,716.43
1457,2023-05-02,Route B,Ship,City D,City Z,58,483.58
1458,2023-05-02,Route C,Ship,City C,City Y,88,597.09
1459,2023-05-02,Route C,Air,City C,City Y,11,420.35
1460,2023-05-02,Route C,Ship,City D,City W,74,232.24
1461,2023-05-02,Route D,Truck,City B,City X,60,206.28
1462,2023-05-02,Route D,Ship,City A,City W,80,434.61
1463,2023-05-02,Route D,Air,City B,City X,48,178.42
1464,2023-05-03,Route A,Pipeline,City A,City X,92,530.58
1465,2023-05-03,Route A,Rail,City D,City X,29,716.43
1466,2023-05-03,Route A,Ship,City C,City Z,96,499.23
1467,2023-05-03,Route B,Ship,City D,City Y,77,223.41
1468,2023-05-03,Route B,Air,City B,City W,24,414.44
1469,2023-05-03,Route B,Ship,City A,City Z,34,243.13
1470,2023-05-03,Route C,Rail,City B,City Z,75,687.42
1471,2023-05-03,Route C,Rail,City A,City X,61,141.87
1472,2023-05-03,Route C,Air,City D,City Y,92,389.66
1473,2023-05-03,Route D,Rail,City C,City X,13,561.43
1474,2023-05-03,Route D,Truck,City C,City Y,61,909.14
1475,2023-05-03,Route D,Pipeline,City A,City X,33,509.5
1476,2023-05-04,Route A,Rail,City C,City W,86,377.19
1477,2023-05-04,Route A,Pipeline,City A,City Y,34,178.17
1478,2023-05-04,Route A,Rail,City C,City W,17,98.75
1479,2023-05-04,Route B,Pipeline,City D,City Y,34,125.67
1480,2023-05-04,Route B,Truck,City B,City W,36,750.35
1481,2023-05-04,Route B,Rail,City C,City Z,79,831.29
1482,2023-05-04,Route C,Air,City C,City W,22,322.39
1483,2023-05-04,Route C,Rail,City B,City W,7,197.03
1484,2023-05-04,Route C,Truck,City B,City Y,5,475.55
1485,2023-05-04,Route D,Ship,City D,City W,15,995.25
1486,2023-05-04,Route D,Rail,City A,City W,46,988.93
1487,2023-05-04,Route D,Pipeline,City D,City W,64,121.37
1488,2023-05-05,Route A,Ship,City A,City Z,12,211.7
1489,2023-05-05,Route A,Air,City B,City Y,96,513.65
1490,2023-05-05,Route A,Air,City B,City X,68,769.18
1491,2023-05-05,Route B,Ship,City D,City X,32,770.57
1492,2023-05-05,Route B,Truck,City C,City X,37,684.5
1493,2023-05-05,Route B,Truck,City D,City Z,76,929.86
1494,2023-05-05,Route C,Truck,City C,City Y,4,90.25
1495,2023-05-05,Route C,Rail,City D,City Z,77,661.43
1496,2023-05-05,Route C,Air,City A,City W,42,947.94
1497,2023-05-05,Route D,Pipeline,City B,City Y,7,803.54
1498,2023-05-05,Route D,Air,City C,City X,96,80.02
1499,2023-05-05,Route D,Pipeline,City D,City X,52,262.61
1500,2023-05-06,Route A,Ship,City D,City X,3,853.82
1501,2023-05-06,Route A,Ship,City D,City W,37,650.7
1502,2023-05-06,Route A,Ship,City A,City Z,63,803.09
1503,2023-05-06,Route B,Air,City B,City Z,86,105.15
1504,2023-05-06,Route B,Air,City B,City W,58,886.56
1505,2023-05-06,Route B,Rail,City C,City W,12,758.93
1506,2023-05-06,Route C,Air,City B,City W,81,431.76
1507,2023-05-06,Route C,Truck,City C,City W,87,231.99
1508,2023-05-06,Route C,Ship,City D,City X,38,473.54
1509,2023-05-06,Route D,Truck,City D,City Z,20,984.34
1510,2023-05-06,Route D,Air,City B,City W,38,572.85
1511,2023-05-06,Route D,Pipeline,City A,City X,66,116.56
1512,2023-05-07,Route A,Rail,City D,City X,60,664.25
1513,2023-05-07,Route A,Pipeline,City C,City Z,33,589.71
1514,2023-05-07,Route A,Pipeline,City A,City X,95,664.96
1515,2023-05-07,Route B,Ship,City B,City W,6,92.46
1516,2023-05-07,Route B,Air,City C,City W,97,673.56
1517,2023-05-07,Route B,Pipeline,City C,City Z,24,218.96
1518,2023-05-07,Route C,Truck,City C,City X,56,539.03
1519,2023-05-07,Route C,Truck,City D,City X,2,180.02
1520,2023-05-07,Route C,Rail,City D,City W,85,966.15
1521,2023-05-07,Route D,Pipeline,City D,City Z,80,815.0
1522,2023-05-07,Route D,Pipeline,City C,City W,39,96.76
1523,2023-05-07,Route D,Ship,City A,City Y,15,817.81
1524,2023-05-08,Route A,Ship,City A,City Y,62,652.14
1525,2023-05-08,Route A,Ship,City D,City Y,12,307.91
1526,2023-05-08,Route A,Rail,City B,City W,55,31.6
1527,2023-05-08,Route B,Ship,City B,City W,63,476.77
1528,2023-05-08,Route B,Rail,City B,City Y,38,573.74
1529,2023-05-08,Route B,Rail,City A,City Z,2,111.64
1530,2023-05-08,Route C,Rail,City D,City W,95,582.87
1531,2023-05-08,Route C,Pipeline,City C,City X,63,405.68
1532,2023-05-08,Route C,Pipeline,City D,City Y,92,70.1
1533,2023-05-08,Route D,Truck,City D,City Z,71,72.88
1534,2023-05-08,Route D,Rail,City D,City X,64,626.47
1535,2023-05-08,Route D,Air,City D,City W,3,169.72
1536,2023-05-09,Route A,Ship,City D,City Z,57,239.78
1537,2023-05-09,Route A,Ship,City C,City W,17,884.34
1538,2023-05-09,Route A,Rail,City D,City Z,61,801.76
1539,2023-05-09,Route B,Ship,City B,City Z,89,751.76
1540,2023-05-09,Route B,Rail,City B,City Y,26,164.75
1541,2023-05-09,Route B,Rail,City A,City W,64,310.62
1542,2023-05-09,Route C,Ship,City A,City X,46,882.1
1543,2023-05-09,Route C,Air,City B,City Y,65,41.65
1544,2023-05-09,Route C,Truck,City C,City W,15,621.39
1545,2023-05-09,Route D,Truck,City B,City W,34,993.73
1546,2023-05-09,Route D,Air,City A,City Z,20,854.87
1547,2023-05-09,Route D,Pipeline,City A,City X,57,801.0
1548,2023-05-10,Route A,Truck,City A,City X,72,51.55
1549,2023-05-10,Route A,Truck,City B,City X,27,911.88
1550,2023-05-10,Route A,Ship,City C,City W,98,510.84
1551,2023-05-10,Route B,Truck,City B,City Z,43,820.97
1552,2023-05-10,Route B,Truck,City B,City W,54,771.53
1553,2023-05-10,Route B,Truck,City B,City W,44,293.89
1554,2023-05-10,Route C,Ship,City A,City Z,48,718.05
1555,2023-05-10,Route C,Rail,City C,City Y,20,755.67
1556,2023-05-10,Route C,Pipeline,City D,City Y,18,803.75
1557,2023-05-10,Route D,Rail,City D,City W,67,796.66
1558,2023-05-10,Route D,Air,City A,City W,19,772.45
1559,2023-05-10,Route D,Pipeline,City A,City X,44,321.66
1560,2023-05-11,Route A,Ship,City D,City X,51,761.6
1561,2023-05-11,Route A,Ship,City A,City Z,54,407.98
1562,2023-05-11,Route A,Pipeline,City C,City Z,45,17.82
1563,2023-05-11,Route B,Air,City B,City W,58,647.44
1564,2023-05-11,Route B,Pipeline,City D,City Z,84,410.46
1565,2023-05-11,Route B,Ship,City C,City X,5,542.06
1566,2023-05-11,Route C,Rail,City B,City Z,28,101.89
1567,2023-05-11,Route C,Pipeline,City C,City Z,97,639.33
1568,2023-05-11,Route C,Truck,City A,City Z,31,833.91
1569,2023-05-11,Route D,Air,City D,City X,94,69.35
1570,2023-05-11,Route D,Air,City C,City Z,16,57.26
1571,2023-05-11,Route D,Truck,City D,City Z,74,739.49
1572,2023-05-12,Route A,Rail,City C,City Y,96,989.11
1573,2023-05-12,Route A,Pipeline,City B,City Z,39,291.69
1574,2023-05-12,Route A,Pipeline,City B,City W,67,740.14
1575,2023-05-12,Route B,Truck,City C,City Y,100,367.65
1576,2023-05-12,Route B,Truck,City B,City W,53,91.13
1577,2023-05-12,Route B,Truck,City D,City Y,61,222.64
1578,2023-05-12,Route C,Truck,City C,City W,76,563.38
1579,2023-05-12,Route C,Rail,City C,City W,82,429.19
1580,2023-05-12,Route C,Rail,City D,City W,21,152.9
1581,2023-05-12,Route D,Ship,City D,City W,17,968.35
1582,2023-05-12,Route D,Pipeline,City A,City Y,59,478.62
1583,2023-05-12,Route D,Ship,City C,City X,78,853.79
1584,2023-05-13,Route A,Truck,City A,City Z,74,296.69
1585,2023-05-13,Route A,Pipeline,City B,City X,48,311.88
1586,2023-05-13,Route A,Air,City C,City Z,63,37.7
1587,2023-05-13,Route B,Ship,City B,City W,7,937.45
1588,2023-05-13,Route B,Air,City C,City Y,24,820.93
1589,2023-05-13,Route B,Rail,City A,City X,71,355.16
1590,2023-05-13,Route C,Truck,City D,City W,74,316.6
1591,2023-05-13,Route C,Rail,City C,City W,61,836.12
1592,2023-05-13,Route C,Pipeline,City B,City Y,65,640.1
1593,2023-05-13,Route D,Rail,City D,City Y,94,331.96
1594,2023-05-13,Route D,Pipeline,City D,City W,30,901.24
1595,2023-05-13,Route D,Air,City A,City W,95,284.6
1596,2023-05-14,Route A,Truck,City B,City X,74,633.81
1597,2023-05-14,Route A,Air,City A,City X,25,955.62
1598,2023-05-14,Route A,Pipeline,City A,City Y,97,481.08
1599,2023-05-14,Route B,Truck,City A,City Y,3,282.21
1600,2023-05-14,Route B,Ship,City B,City W,11,808.85
1601,2023-05-14,Route B,Pipeline,City C,City W,76,54.53
1602,2023-05-14,Route C,Truck,City C,City W,24,420.79
1603,2023-05-14,Route C,Pipeline,City C,City W,33,100.11
1604,2023-05-14,Route C,Truck,City B,City Z,19,190.84
1605,2023-05-14,Route D,Truck,City B,City Z,53,681.82
1606,2023-05-14,Route D,Truck,City C,City Y,4,716.17
1607,2023-05-14,Route D,Air,City D,City X,41,151.04
1608,2023-05-15,Route A,Air,City C,City W,16,61.36
1609,2023-05-15,Route A,Ship,City B,City W,66,754.87
1610,2023-05-15,Route A,Rail,City A,City Z,8,325.15
1611,2023-05-15,Route B,Pipeline,City D,City X,62,38.62
1612,2023-05-15,Route B,Ship,City A,City Z,71,963.84
1613,2023-05-15,Route B,Truck,City B,City Y,39,572.56
1614,2023-05-15,Route C,Rail,City A,City Y,19,379.57
1615,2023-05-15,Route C,Ship,City B,City W,72,457.22
1616,2023-05-15,Route C,Truck,City D,City Z,84,972.36
1617,2023-05-15,Route D,Truck,City A,City W,35,601.89
1618,2023-05-15,Route D,Rail,City C,City Y,75,842.28
1619,2023-05-15,Route D,Air,City A,City Y,95,538.75
1620,2023-05-16,Route A,Truck,City C,City X,51,701.45
1621,2023-05-16,Route A,Ship,City C,City W,27,614.34
1622,2023-05-16,Route A,Air,City C,City Z,97,710.68
1623,2023-05-16,Route B,Air,City B,City Z,44,218.52
1624,2023-05-16,Route B,Pipeline,City C,City X,89,142.39
1625,2023-05-16,Route B,Truck,City D,City X,2,675.98
1626,2023-05-16,Route C,Rail,City D,City W,69,90.34
1627,2023-05-16,Route C,Truck,City A,City W,87,132.18
1628,2023-05-16,Route C,Rail,City C,City W,23,840.75
1629,2023-05-16,Route D,Truck,City A,City W,48,936.89
1630,2023-05-16,Route D,Rail,City A,City Y,96,29.58
1631,2023-05-16,Route D,Air,City C,City Y,12,818.12
1632,2023-05-17,Route A,Air,City B,City Y,64,967.62
1633,2023-05-17,Route A,Truck,City C,City W,91,709.9
1634,2023-05-17,Route A,Ship,City A,City Y,82,402.13
1635,2023-05-17,Route B,Air,City D,City Y,71,201.83
1636,2023-05-17,Route B,Pipeline,City B,City X,76,136.96
1637,2023-05-17,Route B,Truck,City B,City Z,73,856.92
1638,2023-05-17,Route C,Pipeline,City C,City Y,87,32.89
1639,2023-05-17,Route C,Pipeline,City C,City W,1,938.51
1640,2023-05-17,Route C,Truck,City C,City W,53,281.3
1641,2023-05-17,Route D,Pipeline,City D,City W,47,522.08
1642,2023-05-17,Route D,Truck,City B,City X,36,919.21
1643,2023-05-17,Route D,Pipeline,City D,City Z,1,397.94
1644,2023-05-18,Route A,Air,City A,City X,95,233.37
1645,2023-05-18,Route A,Rail,City A,City Y,26,172.84
1646,2023-05-18,Route A,Air,City A,City X,4,485.17
1647,2023-05-18,Route B,Truck,City C,City Z,32,116.76
1648,2023-05-18,Route B,Ship,City C,City X,43,524.48
1649,2023-05-18,Route B,Ship,City A,City W,98,104.71
1650,2023-05-18,Route C,Rail,City A,City X,8,917.55
1651,2023-05-18,Route C,Rail,City C,City X,17,71.38
1652,2023-05-18,Route C,Rail,City A,City Z,79,629.92
1653,2023-05-18,Route D,Truck,City A,City X,72,61.68
1654,2023-05-18,Route D,Rail,City D,City X,80,754.44
1655,2023-05-18,Route D,Ship,City A,City W,50,469.57
1656,2023-05-19,Route A,Rail,City A,City Z,84,938.21
1657,2023-05-19,Route A,Truck,City D,City Z,76,200.56
1658,2023-05-19,Route A,Truck,City A,City X,76,791.52
1659,2023-05-19,Route B,Ship,City B,City Z,46,426.8
1660,2023-05-19,Route B,Pipeline,City D,City Y,32,146.3
1661,2023-05-19,Route B,Truck,City A,City Y,40,588.68
1662,2023-05-19,Route C,Pipeline,City C,City Z,75,886.37
1663,2023-05-19,Route C,Ship,City B,City W,40,607.3
1664,2023-05-19,Route C,Air,City C,City X,67,590.58
1665,2023-05-19,Route D,Ship,City A,City Y,65,820.99
1666,2023-05-19,Route D,Pipeline,City A,City W,45,203.45
1667,2023-05-19,Route D,Ship,City B,City X,44,197.46
1668,2023-05-20,Route A,Rail,City D,City Z,75,570.44
1669,2023-05-20,Route A,Air,City C,City W,43,170.66
1670,2023-05-20,Route A,Rail,City A,City W,29,920.75
1671,2023-05-20,Route B,Ship,City B,City W,80,221.01
